codec,binary,orig_bytes,packed_bytes,comp_time_s,decomp_time_s,ratio_pct,comp_mib_s,decomp_mib_s,source_file
apultra,/usr/bin/dmesg[0m,88656,33685.0,1.804810734,0.00074311,37.0,0.046845,113.775887,speed_apultra_2.txt
apultra,/usr/bin/cat[0m,44016,20379.0,0.853460869,0.000352331,46.0,0.049183,119.137969,speed_apultra_2.txt
apultra,/usr/bin/fio[0m,1795000,364656.0,5.422615143,0.011661077,20.0,0.315686,146.799905,speed_apultra_2.txt
apultra,/usr/bin/dmesg[0m,88656,33685.0,1.806081878,0.000632693,37.0,0.046812,133.631951,speed_apultra_2.txt
apultra,/usr/bin/scalar[0m,2199656,940090.0,5.235135092,0.017899499,42.0,0.400706,117.196296,speed_apultra_2.txt
apultra,/usr/bin/htop[0m,317320,125230.0,3.511955664,0.002447901,39.0,0.086168,123.623872,speed_apultra_2.txt
apultra,/usr/bin/nano[0m,287480,122510.0,2.708723373,0.002385494,42.0,0.101214,114.928815,speed_apultra_2.txt
apultra,/usr/bin/w3m[0m,1630888,895376.0,3.117817892,0.01363072,54.0,0.498853,114.105124,speed_apultra_2.txt
apultra,/usr/bin/fio[0m,1795000,364656.0,5.474117117,0.010107803,20.0,0.312716,169.358761,speed_apultra_2.txt
apultra,/usr/bin/bash[0m,1265648,540629.0,3.020513169,0.009977766,42.0,0.399605,120.970465,speed_apultra_2.txt
apultra,/usr/bin/rsync[0m,514440,230092.0,4.717491311,0.004386587,44.0,0.103997,111.84276,speed_apultra_2.txt
apultra,/usr/bin/grep[0m,203152,87797.0,3.410824768,0.001767834,43.0,0.056801,109.591737,speed_apultra_2.txt
apultra,/usr/bin/putty[0m,1354680,484286.0,3.171057918,0.017566486,35.0,0.40741,73.54476,speed_apultra_2.txt
apultra,/usr/bin/grep[0m,203152,87797.0,3.409969051,0.002291985,43.0,0.056815,84.529349,speed_apultra_2.txt
apultra,/usr/bin/wget[0m,470384,201617.0,4.466976417,0.004068172,42.0,0.100424,110.268936,speed_apultra_2.txt
apultra,/usr/bin/cat[0m,44016,20379.0,0.85381373,0.000465792,46.0,0.049162,90.117477,speed_apultra_2.txt
apultra,/usr/bin/wget[0m,470384,201617.0,4.464475805,0.003724705,42.0,0.10048,120.437188,speed_apultra_2.txt
apultra,/usr/bin/scalar[0m,2199656,940090.0,5.187857707,0.019305499,42.0,0.404358,108.661008,speed_apultra_2.txt
apultra,/usr/bin/lshw[0m,903656,278268.0,10.082235413,0.006079929,30.0,0.085476,141.743924,speed_apultra_2.txt
apultra,/usr/bin/strace[0m,2034104,549596.0,5.977096007,0.011840803,27.0,0.32455,163.829429,speed_apultra_2.txt
apultra,/usr/bin/w3m[0m,1630888,895376.0,3.11744884,0.012376223,54.0,0.498912,125.671216,speed_apultra_2.txt
apultra,/usr/bin/htop[0m,317320,125230.0,3.461444289,0.002499939,39.0,0.087425,121.050553,speed_apultra_2.txt
apultra,/usr/bin/lshw[0m,903656,278268.0,10.030796904,0.005790792,30.0,0.085914,148.821266,speed_apultra_2.txt
apultra,/usr/bin/bash[0m,1265648,540629.0,2.920962971,0.010182261,42.0,0.413225,118.54096,speed_apultra_2.txt
blz,/usr/bin/ls[0m,151344,74567.0,0.253765599,0.0008486,49.0,0.568761,170.082488,speed_blz_1.txt
blz,/usr/bin/putty[0m,1354680,549991.0,0.465374077,0.014579115,40.0,2.776095,88.614638,speed_blz_1.txt
blz,/usr/bin/ls[0m,151344,74567.0,0.253606946,0.00074963,49.0,0.569116,192.537651,speed_blz_1.txt
blz,/usr/bin/lsusb[0m,253000,83341.0,0.253481873,0.001113059,32.0,0.951858,216.771078,speed_blz_1.txt
blz,/usr/bin/nano[0m,287480,137588.0,0.255612171,0.001856475,47.0,1.07257,147.678799,speed_blz_1.txt
blz,/usr/bin/strace[0m,2034104,634719.0,1.216417736,0.008269918,31.0,1.594741,234.569677,speed_blz_1.txt
blz,/usr/bin/scalar[0m,2199656,1029654.0,0.626436251,0.015368332,46.0,3.348712,136.498547,speed_blz_1.txt
blz,/usr/bin/lsusb[0m,253000,83341.0,0.253499713,0.00116205,32.0,0.951792,207.632201,speed_blz_1.txt
blz,/usr/bin/nasm[0m,1923760,426971.0,3.66486076,0.006213109,22.0,0.500602,295.285339,speed_blz_1.txt
blz,/usr/bin/rsync[0m,514440,256526.0,0.307532932,0.001488895,49.0,1.595302,329.511483,speed_blz_1.txt
blz,/usr/bin/dmesg[0m,88656,37376.0,0.352875162,0.00034022,42.0,0.239597,248.509787,speed_blz_1.txt
blz,/usr/bin/cat[0m,44016,22294.0,0.252485857,0.000271047,50.0,0.16625,154.86613,speed_blz_1.txt
blz,/usr/bin/fio[0m,1795000,404328.0,130.233921349,0.007381849,22.0,0.013144,231.899216,speed_blz_1.txt
blz,/usr/bin/dmesg[0m,88656,37376.0,0.352834098,0.000447381,42.0,0.239625,188.984333,speed_blz_1.txt
blz,/usr/bin/scalar[0m,2199656,1029654.0,0.627082794,0.015740225,46.0,3.34526,133.273507,speed_blz_1.txt
blz,/usr/bin/htop[0m,317320,141372.0,0.305151175,0.001790884,44.0,0.991701,168.977443,speed_blz_1.txt
blz,/usr/bin/nano[0m,287480,137588.0,0.255123499,0.001772393,47.0,1.074624,154.684655,speed_blz_1.txt
blz,/usr/bin/w3m[0m,1630888,1035270.0,0.563305135,0.008658321,63.0,2.761087,179.634712,speed_blz_1.txt
blz,/usr/bin/fio[0m,1795000,404328.0,130.668263232,0.00709839,22.0,0.0131,241.159615,speed_blz_1.txt
blz,/usr/bin/bash[0m,1265648,596378.0,0.416152201,0.009004167,47.0,2.900417,134.050712,speed_blz_1.txt
blz,/usr/bin/grep[0m,203152,97922.0,0.254365651,0.001195897,48.0,0.761659,162.003918,speed_blz_1.txt
blz,/usr/bin/grep[0m,203152,97922.0,0.254203023,0.0012799,48.0,0.762146,151.3712,speed_blz_1.txt
blz,/usr/bin/wget[0m,470384,229392.0,0.257038223,0.002002333,48.0,1.745238,224.035162,speed_blz_1.txt
blz,/usr/bin/cat[0m,44016,22294.0,0.252602669,0.00031042,50.0,0.166174,135.223245,speed_blz_1.txt
blz,/usr/bin/wget[0m,470384,229392.0,0.256774183,0.001821879,48.0,1.747033,246.225462,speed_blz_1.txt
blz,/usr/bin/scalar[0m,2199656,1029654.0,0.677515686,0.015698711,46.0,3.096245,133.625939,speed_blz_1.txt
blz,/usr/bin/lshw[0m,903656,313841.0,0.362080038,0.004415266,34.0,2.380117,195.184842,speed_blz_1.txt
blz,/usr/bin/strace[0m,2034104,634719.0,1.217007356,0.00860665,31.0,1.593969,225.392225,speed_blz_1.txt
blz,/usr/bin/w3m[0m,1630888,1035270.0,0.563236398,0.008693071,63.0,2.761424,178.916633,speed_blz_1.txt
blz,/usr/bin/htop[0m,317320,141372.0,0.305052444,0.001769779,44.0,0.992022,170.992536,speed_blz_1.txt
blz,/usr/bin/lshw[0m,903656,313841.0,0.362177492,0.00418405,34.0,2.379476,205.971008,speed_blz_1.txt
blz,/usr/bin/nasm[0m,1923760,426971.0,3.865384593,0.007685191,22.0,0.474633,238.72406,speed_blz_1.txt
blz,/usr/bin/bash[0m,1265648,596378.0,0.465880952,0.007817467,47.0,2.590822,154.399756,speed_blz_1.txt
blz,/usr/bin/ls[0m,151344,74567.0,0.25371762,0.00083675,49.0,0.568868,172.491186,speed_blz_2.txt
blz,/usr/bin/putty[0m,1354680,549991.0,0.464922371,0.007887119,40.0,2.778792,163.801636,speed_blz_2.txt
blz,/usr/bin/ls[0m,151344,74567.0,0.253348968,0.000961549,49.0,0.569696,150.103634,speed_blz_2.txt
blz,/usr/bin/lsusb[0m,253000,83341.0,0.253501831,0.001057165,32.0,0.951784,228.232111,speed_blz_2.txt
blz,/usr/bin/nano[0m,287480,137588.0,0.255289859,0.001785001,47.0,1.073924,153.59207,speed_blz_2.txt
blz,/usr/bin/strace[0m,2034104,634719.0,1.216536255,0.008411419,31.0,1.594586,230.623631,speed_blz_2.txt
blz,/usr/bin/scalar[0m,2199656,1029654.0,0.626590719,0.015568958,46.0,3.347887,134.739588,speed_blz_2.txt
blz,/usr/bin/lsusb[0m,253000,83341.0,0.253463329,0.001247702,32.0,0.951928,193.378707,speed_blz_2.txt
blz,/usr/bin/nasm[0m,1923760,426971.0,3.714590911,0.006401408,22.0,0.4939,286.599448,speed_blz_2.txt
blz,/usr/bin/dmesg[0m,88656,37376.0,0.3529857,0.000417387,42.0,0.239522,202.565005,speed_blz_2.txt
blz,/usr/bin/cat[0m,44016,22294.0,0.25239222,0.000333552,50.0,0.166312,125.845445,speed_blz_2.txt
blz,/usr/bin/fio[0m,1795000,404328.0,129.06456487,0.007535603,22.0,0.013263,227.16762,speed_blz_2.txt
blz,/usr/bin/dmesg[0m,88656,37376.0,0.352795671,0.000623638,42.0,0.239651,135.572239,speed_blz_2.txt
blz,/usr/bin/scalar[0m,2199656,1029654.0,0.626471387,0.01550943,46.0,3.348524,135.256743,speed_blz_2.txt
blz,/usr/bin/htop[0m,317320,141372.0,0.305128725,0.001843183,44.0,0.991774,164.182829,speed_blz_2.txt
blz,/usr/bin/nano[0m,287480,137588.0,0.255274907,0.001917525,47.0,1.073987,142.977014,speed_blz_2.txt
blz,/usr/bin/w3m[0m,1630888,1035270.0,0.56351713,0.008638575,63.0,2.760049,180.045319,speed_blz_2.txt
blz,/usr/bin/fio[0m,1795000,404328.0,130.361623784,0.010269658,22.0,0.013131,166.689582,speed_blz_2.txt
blz,/usr/bin/bash[0m,1265648,596378.0,0.465643954,0.007767724,47.0,2.592141,155.388502,speed_blz_2.txt
blz,/usr/bin/rsync[0m,514440,256526.0,0.308047535,0.001511555,49.0,1.592637,324.571715,speed_blz_2.txt
blz,/usr/bin/grep[0m,203152,97922.0,0.254147135,0.001102945,48.0,0.762314,175.656991,speed_blz_2.txt
blz,/usr/bin/grep[0m,203152,97922.0,0.254428959,0.001305243,48.0,0.761469,148.432131,speed_blz_2.txt
blz,/usr/bin/wget[0m,470384,229392.0,0.256858137,0.001704393,48.0,1.746462,263.1981,speed_blz_2.txt
blz,/usr/bin/cat[0m,44016,22294.0,0.252695105,0.000356789,50.0,0.166113,117.649366,speed_blz_2.txt
blz,/usr/bin/wget[0m,470384,229392.0,0.25672507,0.001790805,48.0,1.747367,250.49796,speed_blz_2.txt
blz,/usr/bin/scalar[0m,2199656,1029654.0,0.626378296,0.01500105,46.0,3.349022,139.840544,speed_blz_2.txt
blz,/usr/bin/lshw[0m,903656,313841.0,0.362678167,0.00415597,34.0,2.376192,207.362661,speed_blz_2.txt
blz,/usr/bin/strace[0m,2034104,634719.0,1.166514415,0.008626902,31.0,1.662964,224.863108,speed_blz_2.txt
blz,/usr/bin/w3m[0m,1630888,1035270.0,0.563539615,0.008538191,63.0,2.759939,182.162123,speed_blz_2.txt
blz,/usr/bin/htop[0m,317320,141372.0,0.304789481,0.001922276,44.0,0.992878,157.427445,speed_blz_2.txt
blz,/usr/bin/lshw[0m,903656,313841.0,0.362161039,0.00421471,34.0,2.379585,204.472668,speed_blz_2.txt
blz,/usr/bin/nasm[0m,1923760,426971.0,3.816223551,0.006791509,22.0,0.480747,270.137314,speed_blz_2.txt
blz,/usr/bin/bash[0m,1265648,596378.0,0.465176685,0.007914313,47.0,2.594745,152.510394,speed_blz_2.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.012809423,0.004487882,45.0,11.267642,32.160382,speed_csc_1.txt
csc,/usr/bin/putty[0m,1354680,463605.0,0.12041234,0.035166731,34.0,10.729157,36.737079,speed_csc_1.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.019112344,0.008256087,45.0,7.551768,17.481889,speed_csc_1.txt
csc,/usr/bin/lsusb[0m,253000,69378.0,0.01555971,0.005058088,27.0,15.506651,47.701621,speed_csc_1.txt
csc,/usr/bin/nano[0m,287480,124887.0,0.025718491,0.00998841,43.0,10.660112,27.448012,speed_csc_1.txt
csc,/usr/bin/strace[0m,2034104,465557.0,0.134622483,0.038354455,22.0,14.409717,50.577488,speed_csc_1.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.218290388,0.068314459,41.0,9.609928,30.707335,speed_csc_1.txt
csc,/usr/bin/rsync[0m,514440,227119.0,0.058206767,0.016835709,44.0,8.42871,29.140917,speed_csc_1.txt
csc,/usr/bin/dmesg[0m,88656,37542.0,0.006873595,0.002302167,42.0,12.300404,36.725398,speed_csc_1.txt
csc,/usr/bin/cat[0m,44016,24823.0,0.004390462,0.001311095,56.0,9.560725,32.015986,speed_csc_1.txt
csc,/usr/bin/dmesg[0m,88656,37542.0,0.00693392,0.00176354,42.0,12.193391,47.942207,speed_csc_1.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.226162649,0.070239982,41.0,9.275426,29.86554,speed_csc_1.txt
csc,/usr/bin/htop[0m,317320,126077.0,0.024331992,0.009135226,39.0,12.437082,33.126602,speed_csc_1.txt
csc,/usr/bin/nano[0m,287480,124887.0,0.025009973,0.00956616,43.0,10.962106,28.659566,speed_csc_1.txt
csc,/usr/bin/bash[0m,1265648,521268.0,0.129141209,0.040040697,41.0,9.346474,30.144705,speed_csc_1.txt
csc,/usr/bin/rsync[0m,514440,227119.0,0.044230151,0.016965932,44.0,11.092161,28.917244,speed_csc_1.txt
csc,/usr/bin/grep[0m,203152,89920.0,0.016602601,0.00647062,44.0,11.669255,29.941489,speed_csc_1.txt
csc,/usr/bin/putty[0m,1354680,463605.0,0.116943351,0.035716215,34.0,11.047425,36.171889,speed_csc_1.txt
csc,/usr/bin/grep[0m,203152,89920.0,0.017525515,0.007833318,44.0,11.054739,24.732814,speed_csc_1.txt
csc,/usr/bin/wget[0m,470384,201054.0,0.037797518,0.015556241,42.0,11.868318,28.83685,speed_csc_1.txt
csc,/usr/bin/cat[0m,44016,24823.0,0.004339244,0.001141144,56.0,9.673574,36.784139,speed_csc_1.txt
csc,/usr/bin/wget[0m,470384,201054.0,0.039260524,0.015183755,42.0,11.426057,29.544272,speed_csc_1.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.219718378,0.068462441,41.0,9.547471,30.640961,speed_csc_1.txt
csc,/usr/bin/lshw[0m,903656,269935.0,0.070414687,0.020534637,29.0,12.238824,41.967773,speed_csc_1.txt
csc,/usr/bin/strace[0m,2034104,465557.0,0.137703867,0.037200023,22.0,14.087273,52.147064,speed_csc_1.txt
csc,/usr/bin/htop[0m,317320,126077.0,0.025924331,0.010127322,39.0,11.673165,29.881443,speed_csc_1.txt
csc,/usr/bin/lshw[0m,903656,269935.0,0.065270802,0.021533249,29.0,13.203346,40.021503,speed_csc_1.txt
csc,/usr/bin/bash[0m,1265648,521268.0,0.122972907,0.041580677,41.0,9.815292,29.028267,speed_csc_1.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.013001927,0.005049029,45.0,11.100816,28.58609,speed_csc_2.txt
csc,/usr/bin/putty[0m,1354680,463605.0,0.121689237,0.035495214,34.0,10.616575,36.397104,speed_csc_2.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.012738839,0.005300941,45.0,11.330074,27.227618,speed_csc_2.txt
csc,/usr/bin/nano[0m,287480,124887.0,0.024226115,0.009231951,43.0,11.316795,29.697081,speed_csc_2.txt
csc,/usr/bin/strace[0m,2034104,465557.0,0.140449357,0.038213585,22.0,13.811896,50.763936,speed_csc_2.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.218948936,0.068010037,41.0,9.581023,30.844785,speed_csc_2.txt
csc,/usr/bin/rsync[0m,514440,227119.0,0.042879989,0.016224103,44.0,11.44142,30.239452,speed_csc_2.txt
csc,/usr/bin/dmesg[0m,88656,37542.0,0.007154641,0.002014344,42.0,11.817224,41.972969,speed_csc_2.txt
csc,/usr/bin/cat[0m,44016,24823.0,0.004392899,0.001273848,56.0,9.555421,32.952126,speed_csc_2.txt
csc,/usr/bin/dmesg[0m,88656,37542.0,0.006823476,0.002242512,42.0,12.390752,37.702362,speed_csc_2.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.225240675,0.074511558,41.0,9.313393,28.153417,speed_csc_2.txt
csc,/usr/bin/htop[0m,317320,126077.0,0.024352646,0.009313468,39.0,12.426534,32.492622,speed_csc_2.txt
csc,/usr/bin/nano[0m,287480,124887.0,0.024078119,0.009156338,43.0,11.386354,29.942319,speed_csc_2.txt
csc,/usr/bin/bash[0m,1265648,521268.0,0.130823506,0.039873892,41.0,9.226285,30.270809,speed_csc_2.txt
csc,/usr/bin/rsync[0m,514440,227119.0,0.045166217,0.016894852,44.0,10.862277,29.038904,speed_csc_2.txt
csc,/usr/bin/grep[0m,203152,89920.0,0.016731982,0.006443379,44.0,11.579022,30.068074,speed_csc_2.txt
csc,/usr/bin/putty[0m,1354680,463605.0,0.114364285,0.033814156,34.0,11.296559,38.206572,speed_csc_2.txt
csc,/usr/bin/grep[0m,203152,89920.0,0.016898887,0.008056895,44.0,11.46466,24.046484,speed_csc_2.txt
csc,/usr/bin/wget[0m,470384,201054.0,0.037753746,0.015324947,42.0,11.882079,29.272075,speed_csc_2.txt
csc,/usr/bin/cat[0m,44016,24823.0,0.004380603,0.001555074,56.0,9.582242,26.992927,speed_csc_2.txt
csc,/usr/bin/wget[0m,470384,201054.0,0.037680754,0.015192476,42.0,11.905096,29.527313,speed_csc_2.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.218472835,0.078994493,41.0,9.601903,26.555711,speed_csc_2.txt
csc,/usr/bin/lshw[0m,903656,269935.0,0.074418378,0.02147842,29.0,11.580378,40.123668,speed_csc_2.txt
csc,/usr/bin/strace[0m,2034104,465557.0,0.133392401,0.037276005,22.0,14.542597,52.040769,speed_csc_2.txt
csc,/usr/bin/htop[0m,317320,126077.0,0.02580815,0.009322136,39.0,11.725714,32.462409,speed_csc_2.txt
csc,/usr/bin/lshw[0m,903656,269935.0,0.065571496,0.022434883,29.0,13.142799,38.413081,speed_csc_2.txt
csc,/usr/bin/bash[0m,1265648,521268.0,0.121573727,0.039765461,41.0,9.928255,30.353351,speed_csc_2.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.012935813,0.004682402,45.0,11.157551,30.82435,speed_csc_3.txt
csc,/usr/bin/putty[0m,1354680,463605.0,0.121129809,0.03513458,34.0,10.665607,36.770697,speed_csc_3.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.012713446,0.004645406,45.0,11.352704,31.069835,speed_csc_3.txt
csc,/usr/bin/nano[0m,287480,124887.0,0.024417766,0.009809878,43.0,11.227972,27.947544,speed_csc_3.txt
csc,/usr/bin/strace[0m,2034104,465557.0,0.140059926,0.037909492,22.0,13.8503,51.171142,speed_csc_3.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.222492374,0.068128915,41.0,9.428435,30.790964,speed_csc_3.txt
csc,/usr/bin/rsync[0m,514440,227119.0,0.042751069,0.016963668,44.0,11.475923,28.921103,speed_csc_3.txt
csc,/usr/bin/dmesg[0m,88656,37542.0,0.006815181,0.002200114,42.0,12.405833,38.428917,speed_csc_3.txt
csc,/usr/bin/cat[0m,44016,24823.0,0.004522744,0.001261854,56.0,9.281091,33.265338,speed_csc_3.txt
csc,/usr/bin/dmesg[0m,88656,37542.0,0.006872928,0.002515395,42.0,12.301598,33.612215,speed_csc_3.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.218550006,0.070132388,41.0,9.598512,29.911358,speed_csc_3.txt
csc,/usr/bin/htop[0m,317320,126077.0,0.024494714,0.011169685,39.0,12.354461,27.092885,speed_csc_3.txt
csc,/usr/bin/nano[0m,287480,124887.0,0.024261516,0.009432774,43.0,11.300283,29.064832,speed_csc_3.txt
csc,/usr/bin/bash[0m,1265648,521268.0,0.126093462,0.039367378,41.0,9.572383,30.660284,speed_csc_3.txt
csc,/usr/bin/rsync[0m,514440,227119.0,0.04280394,0.016850444,44.0,11.461748,29.115434,speed_csc_3.txt
csc,/usr/bin/grep[0m,203152,89920.0,0.017401778,0.006561747,44.0,11.133345,29.525673,speed_csc_3.txt
csc,/usr/bin/putty[0m,1354680,463605.0,0.117857219,0.035049733,34.0,10.961763,36.85971,speed_csc_3.txt
csc,/usr/bin/grep[0m,203152,89920.0,0.017807468,0.006337241,44.0,10.879705,30.571663,speed_csc_3.txt
csc,/usr/bin/wget[0m,470384,201054.0,0.038129902,0.016297967,42.0,11.764861,27.524475,speed_csc_3.txt
csc,/usr/bin/cat[0m,44016,24823.0,0.004445309,0.001752498,56.0,9.442763,23.952095,speed_csc_3.txt
csc,/usr/bin/wget[0m,470384,201054.0,0.037528839,0.015250888,42.0,11.953287,29.414221,speed_csc_3.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.218302534,0.067726285,41.0,9.609393,30.974015,speed_csc_3.txt
csc,/usr/bin/lshw[0m,903656,269935.0,0.065787095,0.022191543,29.0,13.099727,38.834298,speed_csc_3.txt
csc,/usr/bin/strace[0m,2034104,465557.0,0.145923929,0.037532531,22.0,13.293721,51.685083,speed_csc_3.txt
csc,/usr/bin/htop[0m,317320,126077.0,0.025746557,0.009235901,39.0,11.753765,32.765509,speed_csc_3.txt
csc,/usr/bin/lshw[0m,903656,269935.0,0.065527331,0.023056828,29.0,13.151657,37.37691,speed_csc_3.txt
csc,/usr/bin/bash[0m,1265648,521268.0,0.12115906,0.039506982,41.0,9.962234,30.551941,speed_csc_3.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.01271458,0.004601395,45.0,11.351692,31.367009,speed_csc_4.txt
csc,/usr/bin/putty[0m,1354680,463605.0,0.115310075,0.031121938,34.0,11.203903,41.51165,speed_csc_4.txt
csc,/usr/bin/ls[0m,151344,69095.0,0.012656186,0.004676626,45.0,11.404067,30.86242,speed_csc_4.txt
csc,/usr/bin/nano[0m,287480,124887.0,0.024127283,0.009126777,43.0,11.363152,30.0393,speed_csc_4.txt
csc,/usr/bin/strace[0m,2034104,465557.0,0.134596884,0.037412831,22.0,14.412458,51.850446,speed_csc_4.txt
csc,/usr/bin/scalar[0m,2199656,908910.0,0.236413824,0.072605079,41.0,8.873233,28.892675,speed_csc_4.txt
csc,/usr/bin/lsusb[0m,253000,69378.0,0.014600715,0.004936399,27.0,16.525149,48.877531,speed_csc_4.txt
